nada,caption,rating,caption_cleaned
178,"Me estafaron 2 veces en la sucursal del Banco Francés de Scalabrini Ortiz y santa fe al comprar dólares. La primera vez compre, los contaron delante mío, al llegar a mi casa, cuento y me faltaban 100usd, pensé que fue error mío. Al mes siguiente, volví a comprar, los contaron delante mío, y en mi casa tb advierto un faltante del mismo valor. Ya 2 veces loca no estoy.  En ambas oportunidades fui con mi bebé a upa y eso me dificultó contar los billetes in situ. Esa sucursal no tiene ascensor, por lo que si vas con bebé, tenés q sacarlo del cochecito y subirlo a UPA con las desventajas que eso conlleva. . Fueron dos operarios diferentes.",1.0,estaf 2 vec sucursal banc frances scalabrini ortiz sant fe compr dolar primer vez compr cont delant lleg cas cuent falt 100usd pens error mes siguient volv compr cont delant cas tb adviert faltant mism valor 2 vec loc ambas oportun beb upa dificult cont billet in situ sucursal ascensor si vas beb tenes q sac cochecit sub upa desventaj conllev dos operari diferent
179,"ahora el lobby en refaccion, a ver si ponen Terminales de pago/deposito online",2.0,ahor lobby refaccion ver si pon terminal pag deposit onlin
180,Constantemente hay problemas con los cajeros de esta sucursal y no funcionan,3.0,constant problem cajer sucursal funcion
182,Muy mala atención y poca comodidad,2.0,mal atencion poc comod
183,Decidí abrir en SANTANDER. Poco personal y largas esperas.,2.0,decid abrir santand personal larg esper
184,Buen servicio. Cajero automático,4.0,buen servici cajer automat
185,"El banco todo bien, hace año que utilizo sus servicios. Solo decir que el telefono publicado x aca es incorrecto, es de una casa de tatuajes...evitemos llamar.",3.0,banc bien hac año utiliz servici sol dec telefon public x aca incorrect cas tatuaj evit llam
186,"Retire dinero por caja y al parecer el cajero de la caja 3, tenia un mal dia porque me brindo una pesima atencion al cliente.",3.0,retir diner caj parec cajer caj 3 teni mal dia brind pesim atencion client
187,"Cajeros antiguos, terminales autoservicio a sobre. Pequeña sucursal",3.0,cajer antigu terminal autoservici pequeñ sucursal
191,Buena atención. Espera normal.,4.0,buen atencion esper normal
192,"Buena atencion, poca gente en gral",4.0,buen atencion poc gent gral
193,Mal banco miente y.no es conciso,2.0,mal banc mient concis
194,"Este Banco (todas las sucursales) tiene los recursos para una funcionalidad, reputación y confianza óptimas. Sin embargo, y lamentablemente, algunos 'modelos de negocios' y políticas internas están condicionadas, limitadas por una cultura y mentalidad no inclusivas. Significando que ven como no necesario brindar ciertos servicios básicos como: extración por ventanilla, envío de resumenes digitales y comunicación de cambios en los servicios, etc, a clientes 'pobres', cuyas cuentas no manejen volumenes altos de dinero. Señores debiesen revisar esto, pues ustedes, no lo tomen a mal, distan mucho de ser el Mitsubishi UFJ Financial Group, o el Chase Manhattan Bank, ni siquiera se acercan al BPN Paríbas. Sugerencia: la actitud de servicio, la humildad, el respeto y cercanía a TODOS sus clientes es el comienzo a un mejor Banco. No solo debe ser visible en el trato al cliente, va más allá de eso, debe estar reflejado en una selección de servicios que solucionen problemas puntuales cotidianos de TODOS los usuarios, de la forma más rápida, eficiente y alegre posible.  ___________ Cette banque (à l'instar des filiales Argentines) dispose des ressources nécessaires pour optimiser la fonctionnalité, la réputation et la confiance. Cependant, malheureusement, certains ""modèles commerciaux"" et politiques internes sont conditionnés, limités par une culture et une mentalité non inclusives. Cela signifie qu'ils ne jugent pas nécessaire de fournir certains services de base tels que: l'extraction de fenêtre, l'envoi de résumés numériques et la communication de modifications de services, etc., à des clients «pauvres», dont les comptes ne traitent pas de gros volumes d'argent. Messieurs vous devriez revoir ceci, ne le prenez pas mal mais vous êtes loin d’être le groupe financier Mitsubishi UFJ, ou la Chase Manhattan Bank, n’approchent même pas le BPN Paríbas. Suggestion: l'attitude de service, l'humilité, le respect et la proximité avec TOUS vos clients est le début d'une meilleure banque.  Non seulement il doit être visible dans le service client, mais il va au-delà, il doit également être reflété dans une sélection de services qui résolvent les problèmes quotidiens de TOUS les utilisateurs, de la manière la plus rapide, la plus efficace et la plus joyeuse possible.",1.0,banc tod sucursal recurs funcional reput confianz optim embarg lament model negoci polit intern condicion limit cultur mental inclus signific ven necesari brind ciert servici basic extracion ventanill envi resumen digital comun cambi servici etc client pobr cuy cuent manej volumen altos diner señor deb revis pues usted tom mal dist ser mitsubishi ufj financial group chas manhatt bank siqu acerc bpn parib sugerent actitud servici humild respet cercan client comienz mejor banc sol deb ser visibl trat client va alla deb reflej seleccion servici solucion problem puntual cotidian usuari form rap eficient alegr posibl cett banqu à linst des filial argentin dispos des ressourc necessair pour optimis fonctionnalit reputation et confianc cependant malheureusement certains modèl commerciaux et politiqu intern sont conditionnes limites par une cultur et une mentalit non inclusiv cel signifi quils ne jugent pas necessair fourn certains servic bas tels lextraction fenêtr lenvoi resumes numeriqu et communication modifications servic etc à des clients «pauvres» dont compt ne traitent pas gros volum dargent messieurs vous devriez rev ceci ne prenez pas mal mais vous êtes loin d’être group financi mitsubishi ufj ou chas manhatt bank n’approchent même pas bpn parib suggestion lattitud servic lhumilit respect et proximit avec tous vos clients est debut dun meilleur banqu non seulement il doit être visibl dans servic client mais il va audelà il doit egalement être reflet dans une selection servic qui resolvent problèm quotidiens tous utilisateurs manièr plus rapid plus efficac et plus joyeus possibl
195,"Es indignante y ofensivo el destrato que recibimos los que venimos a esta sucursal.  Los bancos manejan un dinero que no es de ellos, sino nuestro. Es inconcebible que tengas que esperar más de media hora para que te atiendan. Es por eso que me alegra saber que en pocos años el trabajo de los empleados bancarios va a desaparecer. Así que muchachos, muchachas y muchaches que trabajen en estas entidades, capacitense, si es posible en algo en que puedan ser útil a los demás, porque gracias a los avances tecnológicos, su trabajo, que mucho más eficazmente puede realizar una máquina, va a desaparecer. Gracias por no servir para nada, disfruten que les queda poco",1.0,indign ofens destrat recib ven sucursal banc manej diner sin inconceb esper medi hor atiend alegr sab poc años trabaj emple bancari va desaparec asi muchach muchach muchach trabaj entidad capacitens si posibl pued ser util demas graci avanc tecnolog trabaj eficaz pued realiz maquin va desaparec graci serv disfrut qued
196,Muy mala atencion,1.0,mal atencion
197,"en serio??? tardan 10000 años en atender el telefono, el 0800 es un desastre...si no estan capacitados para atender via redes o telefonicamente en 2019 que no ofrezcan servicios que no saben manejar.",1.0,seri tard 10000 años atend telefon 0800 desastr si estan capacit atend via red telefon 2019 ofrezc servici sab manej
198,"Inútiles. Incompetentes. Me tuvieron más de hora y media esperando, lentisimos trabajando y, además, atendiendo gente que llegó muchísimo después que yo. No recomiendo para nada esta sede.",1.0,inutil incompetent hor medi esper lentis trabaj ademas atend gent lleg muchisim despues recom sed
202,Me encanto! tome unas birritas con el dueño y después me paso dinero gratis! osea Gracias Marcelo!!! Sos lo mas. Te doy un diez mas votación de Macri y aparte sos un crack. Cuando vaya con amigos llamamos prostitutas. Buenos días,5.0,encant tom unas birrit dueñ despues pas diner gratis ose graci marcel sos mas doy diez mas votacion macri apart sos crack vay amig llam prostitut buen dias
203,Es una equina que quedó chica y vieja. Para ir a las cajas hay que subir por una escalera de 70cm de ancho donde no pasan dos personas. Siempre hay que esperar un montón para que te atiendan porque hay pocos empleados. Te atienden bien y son copados. Las máquinas siempre funcionan.,2.0,equin qued chic viej ir caj sub escaler 70cm ancho pas dos person siempr esper monton atiend poc emple atiend bien cop maquin siempr funcion
204,Buena atención. Es una sucursal chica. Se hace lento cuando va mucha gente a la vez para hacer trámites.,4.0,buen atencion sucursal chic hac lent va much gent vez hac tramit
205,Por fin!!!!esta sucursal le estan llegando los cambios. Mejor organizados y mejor atencion,5.0,finest sucursal estan lleg cambi mejor organiz mejor atencion
206,bien ubicada,3.0,bien ubic
207,Buen banco. Atención a clientes lenta,3.0,buen banc atencion client lent
208,Muy bueno tiene todo lo que buscoo,5.0,buen busco
209,Siempre lleno y los cajeros no funcionan.,1.0,siempr llen cajer funcion
213,"Horrible, no logra bueno atendimento",1.0,horribl logr buen atendiment
214,3 de cada 5 los cajeros no funcionan...,2.0,3 cad 5 cajer funcion
215,Excelente respuesta a mí necesidad .. los felicito !! Abraazoosss,5.0,excelent respuest neces felicit abraazoosss
216,"No es un banco, es un cuchitril roñoso. Cualquier open25 es más grande y prolijo que esto.",2.0,banc cuchitril roños cualqui open25 grand prolij
219,"Buena atención al cliente, los empleados muy amables",4.0,buen atencion client emple amabl
221,Excelente atención,5.0,excelent atencion
222,Muy buena atención en esta sucursal,4.0,buen atencion sucursal
224,Es un banco confiable y muy prolijo su home banking. Siempre responden.,5.0,banc confiabl prolij hom banking siempr respond
225,mala me quiero cominicar y no me atiende,1.0,mal quier cominic atiend
226,La persona flaquita de camisa blanca pelo oscuro de tez blanca que atiende a la gente a medida que van llegando q siempre anda por ahi de manera brutamente rápida y responde sin escucharte brinda una pésima atención y no resolvió mi duda más bien me saco de encima. 👎🏻👎🏻,1.0,person flaquit camis blanc pel oscur tez blanc atiend gent med van lleg q siempr anda ahi maner brut rap respond escuchart brind pesim atencion resolv dud bien sac encim 👎🏻👎🏻
228,"Mucho tiempo esperando. Una sola persona atendiendo en la parte comercial. No funcionaba el sistema de números para atención. Se debe sacar número para que te atiendan en informes. Una pena. Fui por un reclamo, cuando me toco el turno, me hicieron hacer el reclamo por el teléfono que tienen en la sucursal. Otra vez esperar........",3.0,tiemp esper sol person atend part comercial funcion sistem numer atencion deb sac numer atiend inform pen reclam toc turn hic hac reclam telefon sucursal vez esper
229,"Pesima Atencion,,, te roban a cada paso , el colmo es que te cobren IVA e Intereses punitorios cuando alguien pretende estafarte , ellos lo hacen , si el otro no lo logro ellos pretenden hacerlo...... Pesimo Banco solo tiene clientes porque regla las tarjetas y asi te las hace pagar.-",2.0,pesim atencion rob cad pas colm cobr iva interes punitori algui pretend estafart hac si logr pretend hac pesim banc sol client regl tarjet asi hac pag
231,"El peor al parecer esta sucursal cierra  incluso la parte de  cajeros  Banelco después de las 15hs, nunca me pasó esto en otra sucursal.",1.0,peor parec sucursal cierr inclus part cajer banelc despues 15hs nunc pas sucursal
232,"Muchísima espera para la atención en cajas, mientras estás sentado escuchas como las cajeras se la pasan charlando entre ellas sobre temas personales. Lo peor es que cuando te atienden, lo hacen de forma soberbia, no pueden contar los billetes bien porque usan sus uñas muy largas y tienen que hacerlo repetidas veces. Ni contar que cuando usan la maquina contadora de billetes, lo tienen que repetir muchas veces porque están distraidas y marcan mal las teclas. Solo hay un ejecutivo VIP y luego de  1 hora de espera nos retiramos sin resolver nada.",1.0,muchisim esper atencion caj mientr sent escuch cajer pas charl tem personal peor atiend hac form soberbi pued cont billet bien usan uñas larg hac repet vec cont usan maquin contador billet repet much vec distr marc mal tecl sol ejecut vip lueg 1 hor esper retir resolv
233,Un desastre cada vez que uno retira dólares los entregan rotos y manchados ... Y te cuestionan porque le pedía cambiarselos,1.0,desastr cad vez retir dolar entreg rot manch cuestion ped cambi
236,"Buena atención, mejoraron el sistema de cajeros automáticos y el sistema de depósitos ya no es más con sobres, hay mucha gente en horas pico y usan el sistema de atención de acuerdo al tipo de cliente (el galicia también lo hace) y no es por orden de llegada, si vas a cobrar un cheque y no sos cliente hacete de paciencia y avisá en el trabajo que vas a demorar porque podes estar esperando un bueeeeeeen rato.",3.0,buen atencion mejor sistem cajer automat sistem deposit sobr much gent hor pic usan sistem atencion acuerd tip client galici hac orden lleg si vas cobr chequ sos client hacet pacienci avis trabaj vas demor pod esper bueeeee rat
